primaryTitle;titleType;startYear;runtimeMinutes;genre;director;averageRating;numVotes
Clue;movie;1985;94;Comedy;Jonathan Lynn;7.3;119016
Earthlings;movie;2005;95;Documentary;Shaun Monson;8.6;20330
The Return;movie;2003;110;Drama;Andrey Zvyagintsev;7.9;48938
Miss Sloane;movie;2016;132;Drama;John Madden;7.5;87029
Before the Devil Knows You're Dead;movie;2007;117;Crime;Sidney Lumet;7.3;118838
Eraserhead;movie;1977;89;Fantasy;David Lynch;7.2;139756
Tetris;movie;2023;118;Biography;Jon S. Baird;7.4;101405
Duck Soup;movie;1933;69;Comedy;Leo McCarey;7.7;64715
Love, Rosie;movie;2014;102;Comedy;Christian Ditter;7.1;165010
Chappie;movie;2015;120;Action;Neill Blomkamp;6.8;280294
The Tashkent Files;movie;2019;134;Drama;Vivek Agnihotri;8.1;37436
The Addams Family;movie;1991;99;Comedy;Barry Sonnenfeld;7.0;195848
State of Play;movie;2009;127;Crime;Kevin Macdonald;7.1;164948
The Queen;movie;2006;103;Biography;Stephen Frears;7.3;118582
All of Us Strangers;movie;2023;105;Drama;Andrew Haigh;7.6;74698
The Devil All the Time;movie;2020;138;Crime;Antonio Campos;7.1;164510
Demon Slayer: Kimetsu no Yaiba - Mt. Natagumo Arc;movie;2020;138;Action;Haruo Sotozaki;8.7;18030
Last Night in Soho;movie;2021;116;Drama;Edgar Wright;7.0;194708
Seven Years in Tibet;movie;1997;136;Adventure;Jean-Jacques Annaud;7.1;163999
The Girl Who Leapt Through Time;movie;2006;98;Adventure;Mamoru Hosoda;7.6;74368
Sabrina;movie;1954;113;Comedy;Billy Wilder;7.6;74325
Ivan's Childhood;movie;1962;95;Drama;Andrei Tarkovsky;8.0;42403
The Time Traveler's Wife;movie;2009;107;Drama;Robert Schwentke;7.1;163613
Black;movie;2005;122;Drama;Sanjay Leela Bhansali;8.1;37152
Enemy;movie;2013;91;Drama;Denis Villeneuve;6.9;231495
Raise the Red Lantern;movie;1991;125;Drama;Yimou Zhang;8.1;37129
Heretic;movie;2024;111;Horror;Scott Beck;7.0;193743
21;movie;2008;123;Crime;Robert Luketic;6.8;276910
The Shop Around the Corner;movie;1940;99;Comedy;Ernst Lubitsch;8.0;42265
Endless Corridor;movie;2014;52;Documentary;Aleksandras Brokas;8.0;42263
Frances Ha;movie;2012;86;Comedy;Noah Baumbach;7.4;100210
The Hole;movie;1960;131;Crime;Jacques Becker;8.5;22572
The King of the Street Cleaners;movie;1977;80;Comedy;Zeki Ökten;8.5;22520
Pariyerum Perumal;movie;2018;154;Drama;Mari Selvaraj;8.6;20042
The French Dispatch;movie;2021;107;Comedy;Wes Anderson;7.1;162455
Going Clear: Scientology & the Prison of Belief;movie;2015;119;Documentary;Alex Gibney;8.0;42117
Across the Universe;movie;2007;133;Drama;Julie Taymor;7.3;116783
Anand;movie;1971;122;Drama;Hrishikesh Mukherjee;8.1;36883
Tae Guk Gi: The Brotherhood of War;movie;2004;140;Action;Kang Je-kyu;8.0;42039
The Hunger Games: Mockingjay - Part 2;movie;2015;137;Action;Francis Lawrence;6.6;401769
Willow;movie;1988;126;Action;Ron Howard;7.2;137057
Unknown;movie;2011;113;Action;Jaume Collet-Serra;6.8;274659
About Schmidt;movie;2002;125;Drama;Alexander Payne;7.2;136866
Quantum of Solace;movie;2008;106;Action;Marc Forster;6.5;487301
The Fantastic Four: First Steps;movie;2025;114;Action;Matt Shakman;7.1;161104
Remember Me;movie;2010;113;Drama;Allen Coulter;7.1;160927
The Painted Veil;movie;2006;125;Drama;John Curran;7.4;98971
The Phantom of the Opera;movie;2004;143;Drama;Joel Schumacher;7.2;136065
Cell 211;movie;2009;113;Action;Daniel Monzón;7.6;72999
The Chaos Class Is on Vacation;movie;1977;97;Comedy;Ertem Egilmez;8.6;19815
Twin Peaks: Fire Walk with Me;movie;1992;134;Drama;David Lynch;7.3;115389
Matilda;movie;1996;98;Comedy;Danny DeVito;7.0;189720
Defiance;movie;2008;137;Action;Edward Zwick;7.1;159571
1: Nenokkadine;movie;2014;170;Action;Sukumar;7.9;47413
Disturbia;movie;2007;105;Crime;D.J. Caruso;6.8;269562
The Salt of the Earth;movie;2014;110;Biography;Juliano Ribeiro Salgado;8.4;24876
Final Destination;movie;2000;98;Horror;James Wong;6.7;324083
Who's Singin' Over There?;movie;1980;86;Adventure;Slobodan Sijan;8.7;17526
Kind Hearts and Coronets;movie;1949;106;Comedy;Robert Hamer;8.0;41208
A Monster Calls;movie;2016;108;Adventure;J.A. Bayona;7.4;97478
Quo Vadis, Aida?;movie;2020;101;Drama;Jasmila Zbanic;8.0;41115
Never Let Me Go;movie;2010;103;Drama;Mark Romanek;7.1;158051
Take Shelter;movie;2011;120;Drama;Jeff Nichols;7.3;113844
Friday;movie;1995;91;Comedy;F. Gary Gray;7.2;133779
Rocky III;movie;1982;99;Drama;Sylvester Stallone;6.9;223394
Biutiful;movie;2010;148;Drama;Alejandro G. Iñárritu;7.4;97022
Suspiria;movie;1977;92;Horror;Dario Argento;7.3;113549
Lilya 4-Ever;movie;2002;109;Crime;Lukas Moodysson;7.8;53793
Woman in the Dunes;movie;1964;147;Drama;Hiroshi Teshigahara;8.4;24686
Angels & Demons;movie;2009;138;Mystery;Ron Howard;6.7;321113
Farewell My Concubine;movie;1993;171;Drama;Kaige Chen;8.1;35872
The Longest Day;movie;1962;178;Action;Ken Annakin;7.7;61801
Jujutsu Kaisen 0;movie;2021;112;Action;Sunghoo Park;7.8;53645
Won't You Be My Neighbor?;movie;2018;95;Biography;Morgan Neville;8.3;27815
Rockstar;movie;2011;159;Drama;Imtiaz Ali;7.8;53581
Anniyan;movie;2005;181;Action;S. Shankar;8.4;24601
Freaks;movie;1932;64;Drama;Tod Browning;7.8;53459
Caddyshack;movie;1980;98;Comedy;Harold Ramis;7.2;132421
The Babadook;movie;2014;94;Drama;Jennifer Kent;6.8;264983
Judas and the Black Messiah;movie;2021;126;Biography;Shaka King;7.4;96084
Margin Call;movie;2011;107;Drama;J.C. Chandor;7.1;155872
Vizontele;movie;2001;110;Comedy;Yilmaz Erdogan;8.0;40552
Winter's Bone;movie;2010;100;Crime;Debra Granik;7.1;155572
Gol Maal;movie;1979;120;Comedy;Hrishikesh Mukherjee;8.5;21707
Control;movie;2007;122;Biography;Anton Corbijn;7.6;70765
Food, Inc.;movie;2008;94;Documentary;Robert Kenner;7.8;52982
Legend;movie;2015;132;Biography;Brian Helgeland;6.9;218343
Robin Hood: Prince of Thieves;movie;1991;143;Action;Kevin Reynolds;6.9;218205
Once Upon a Time in Anatolia;movie;2011;157;Crime;Nuri Bilge Ceylan;7.8;52773
Witness;movie;1985;112;Crime;Peter Weir;7.3;111085
Seaspiracy;movie;2021;89;Adventure;Ali Tabrizi;8.1;35237
Gully Boy;movie;2019;154;Drama;Zoya Akhtar;7.9;45891
The Little Prince;movie;2015;108;Adventure;Mark Osborne;7.6;70016
Silence;movie;2016;161;Drama;Martin Scorsese;7.2;130090
Lucy;movie;2014;89;Action;Luc Besson;6.4;566694
Licorice Pizza;movie;2021;133;Comedy;Paul Thomas Anderson;7.1;153448
The Gift;movie;2015;108;Drama;Joel Edgerton;7.0;181852
Men of Honor;movie;2000;129;Biography;George Tillman Jr.;7.2;129837
Man on Wire;movie;2008;94;Biography;James Marsh;7.7;60369
Ordinary People;movie;1980;124;Drama;Robert Redford;7.7;60357
A Simple Plan;movie;1998;121;Crime;Sam Raimi;7.5;80845
The Lady Vanishes;movie;1938;96;Crime;Alfred Hitchcock;7.7;60238
Shot Caller;movie;2017;121;Crime;Ric Roman Waugh;7.3;110084
The Wailing;movie;2016;156;Drama;Na Hong-jin;7.4;94037
The Hunchback of Notre Dame;movie;1996;91;Animation;Gary Trousdale;7.0;180652
The Lizard;movie;2004;115;Comedy;Kamal Tabrizi;8.4;24021
Tokyo Godfathers;movie;2003;92;Adventure;Satoshi Kon;7.8;52049
Inherit the Wind;movie;1960;128;Biography;Stanley Kramer;8.1;34783
Payback;movie;1999;100;Action;Brian Helgeland;7.1;151382
Wayne's World;movie;1992;94;Comedy;Penelope Spheeris;7.0;179491
Manjummel Boys;movie;2024;135;Adventure;Chidambaram;8.2;30542
Guess Who's Coming to Dinner;movie;1967;108;Comedy;Stanley Kramer;7.8;51852
It's Kind of a Funny Story;movie;2010;101;Comedy;Anna Boden;7.1;151076
John Q;movie;2002;116;Crime;Nick Cassavetes;7.1;150998
Oficina do Diabo;movie;2025;124;Drama;Filipe Valerim;8.1;34614
Black Friday;movie;2004;143;Action;Anurag Kashyap;8.4;23826
Waking Life;movie;2001;99;Animation;Richard Linklater;7.6;68828
Ghostbusters;movie;2016;117;Action;Paul Feig;6.8;255136
Disconnect;movie;2012;115;Crime;Henry Alex Rubin;7.5;79611
Premam;movie;2015;156;Comedy;Alphonse Puthren;8.3;26823
Pay It Forward;movie;2000;123;Drama;Mimi Leder;7.2;127375
Thani Oruvan;movie;2015;160;Action;Mohan Raja;8.4;23742
Spider-Man 3;movie;2007;139;Action;Sam Raimi;6.3;682062
Nightmare Alley;movie;2021;150;Crime;Guillermo del Toro;7.0;177790
Sympathy for Mr. Vengeance;movie;2002;129;Crime;Park Chan-wook;7.5;79304
The Day of the Jackal;movie;1973;143;Crime;Fred Zinnemann;7.8;51265
One Day;movie;2011;107;Drama;Lone Scherfig;7.0;176938
Warm Bodies;movie;2013;98;Comedy;Jonathan Levine;6.8;252276
Pretty Village, Pretty Flame;movie;1996;115;Drama;Srdjan Dragojevic;8.6;18652
The Other Guys;movie;2010;107;Action;Adam McKay;6.7;303114
The Triplets of Belleville;movie;2003;80;Adventure;Sylvain Chomet;7.7;58736
Rangasthalam;movie;2018;170;Action;Sukumar;8.2;30053
East of Eden;movie;1955;118;Drama;Elia Kazan;7.8;50909
Mean Streets;movie;1973;112;Crime;Martin Scorsese;7.2;125547
Masaan;movie;2015;109;Drama;Neeraj Ghaywan;8.1;34051
Dangerous Liaisons;movie;1988;119;Drama;Stephen Frears;7.5;78453
Sweet Smell of Success;movie;1957;96;Drama;Alexander Mackendrick;8.0;38755
A Man Escaped;movie;1956;101;Drama;Robert Bresson;8.2;29917
Time of the Gypsies;movie;1988;142;Comedy;Emir Kusturica;8.1;33968
Invasion of the Body Snatchers;movie;1956;80;Drama;Don Siegel;7.7;58308
Buried;movie;2010;95;Drama;Rodrigo Cortés;7.0;174488
Role Models;movie;2008;99;Comedy;David Wain;6.8;248698
Amarcord;movie;1973;123;Comedy;Federico Fellini;7.8;50549
Major;movie;2022;150;Action;Sashi Kiran Tikka;8.1;33807
Running Scared;movie;2006;122;Action;Wayne Kramer;7.3;105965
The Unbearable Weight of Massive Talent;movie;2022;107;Action;Tom Gormican;7.0;173906
Kumbalangi Nights;movie;2019;135;Comedy;Madhu C. Narayanan;8.5;20679
The Piano Teacher;movie;2001;131;Drama;Michael Haneke;7.5;77787
Logan Lucky;movie;2017;118;Action;Steven Soderbergh;7.0;173791
Marley & Me;movie;2008;115;Drama;David Frankel;7.0;173484
Hard Candy;movie;2005;104;Drama;David Slade;7.0;173075
The King of Kong: A Fistful of Quarters;movie;2007;79;Biography;Seth Gordon;8.0;38312
The Brutalist;movie;2024;216;Drama;Brady Corbet;7.3;105377
Adam's Apples;movie;2005;94;Comedy;Anders Thomas Jensen;7.7;57741
Eddie the Eagle;movie;2015;106;Adventure;Dexter Fletcher;7.3;105179
Bangalore Days;movie;2014;171;Comedy;Anjali Menon;8.3;26110
Fences;movie;2016;139;Drama;Denzel Washington;7.2;123315
Feyzo, the Polite One;movie;1978;83;Comedy;Atif Yilmaz;8.6;18290
Before the Flood;movie;2016;96;Documentary;Fisher Stevens;8.2;29464
Hancock;movie;2008;92;Action;Peter Berg;6.4;532180
Where Eagles Dare;movie;1968;158;Action;Brian G. Hutton;7.6;66354
The Butler;movie;2013;132;Biography;Lee Daniels;7.2;122584
The People vs. Larry Flynt;movie;1996;130;Biography;Milos Forman;7.3;104341
Born on the Fourth of July;movie;1989;145;Biography;Oliver Stone;7.2;122493
Victoria;movie;2015;138;Crime;Sebastian Schipper;7.6;66098
Crazy Rich Asians;movie;2018;120;Comedy;Jon M. Chu;6.9;203788
Wild;movie;2014;115;Adventure;Jean-Marc Vallée;7.1;144376
Ocean's Twelve;movie;2004;125;Crime;Steven Soderbergh;6.5;431691
Hard Boiled;movie;1992;128;Action;John Woo;7.7;57109
Au Revoir les Enfants;movie;1987;104;Drama;Louis Malle;8.0;37860
Star Wars: Episode IX - The Rise of Skywalker;movie;2019;141;Action;J.J. Abrams;6.4;527781
Z;movie;1969;127;Crime;Costa-Gavras;8.1;33215
Quiz Show;movie;1994;133;Biography;Robert Redford;7.5;76331
Bolt;movie;2008;96;Adventure;Byron Howard;6.8;242677
Master;movie;2021;179;Action;Lokesh Kanagaraj;7.4;88774
A Complete Unknown;movie;2024;141;Biography;James Mangold;7.3;103726
Easy Rider;movie;1969;95;Adventure;Dennis Hopper;7.2;121761
Grosse Pointe Blank;movie;1997;107;Action;George Armitage;7.3;103622
Warcraft;movie;2016;123;Action;Duncan Jones;6.7;291373
Sanju;movie;2018;155;Biography;Rajkumar Hirani;7.6;65580
Cinderella;movie;2015;105;Adventure;Kenneth Branagh;6.9;201968
Mad Max;movie;1979;88;Action;George Miller;6.8;241188
Hunger;movie;2008;96;Biography;Steve McQueen;7.5;75774
Notes on a Scandal;movie;2006;92;Crime;Richard Eyre;7.4;88065
The Exterminating Angel;movie;1962;95;Drama;Luis Buñuel;8.0;37451
Lucky Baskhar;movie;2024;148;Crime;Venky Atluri;8.0;37422
In the Line of Fire;movie;1993;128;Action;Wolfgang Petersen;7.2;120526
Vada Chennai;movie;2018;164;Action;Vetrimaaran;8.4;22655
Black Mirror: Bandersnatch;movie;2018;90;Drama;David Slade;7.1;142028
The Drop;movie;2014;106;Crime;Michaël R. Roskam;7.0;167860
The 39 Steps;movie;1935;86;Crime;Alfred Hitchcock;7.6;64872
Extraction II;movie;2023;122;Action;Sam Hargrave;7.0;167650
House of Sand and Fog;movie;2003;126;Crime;Vadim Perelman;7.5;74952
The Lost Weekend;movie;1945;101;Drama;Billy Wilder;7.9;42447
The Spectacular Now;movie;2013;95;Drama;James Ponsoldt;7.0;166793
My Sister's Keeper;movie;2009;109;Drama;Nick Cassavetes;7.3;101745
The Farewell;movie;2019;100;Comedy;Lulu Wang;7.5;74715
Hitch;movie;2005;118;Comedy;Andy Tennant;6.6;345033
The Host;movie;2006;120;Drama;Bong Joon Ho;7.1;140526
Felon;movie;2008;104;Action;Ric Roman Waugh;7.4;86891
The Fall Guy;movie;2024;126;Action;David Leitch;6.8;236698
Trumbo;movie;2015;124;Biography;Jay Roach;7.4;86751
Land of Mine;movie;2015;100;Drama;Martin Zandvliet;7.8;48373
I Want to Eat Your Pancreas;movie;2018;109;Animation;Jun'ichi Fujise;8.1;32390
An Inconvenient Truth;movie;2006;96;Documentary;Davis Guggenheim;7.4;86509
Challengers;movie;2024;131;Comedy;Luca Guadagnino;7.0;165616
Vishwaroopam;movie;2013;148;Action;Kamal Haasan;7.9;42099
The Dreamers;movie;2003;115;Drama;Bernardo Bertolucci;7.1;139623
Kaththi;movie;2014;166;Action;A.R. Murugadoss;8.1;32337
Drive My Car;movie;2021;179;Drama;Ryûsuke Hamaguchi;7.5;74184
Black Panther: Wakanda Forever;movie;2022;161;Action;Ryan Coogler;6.6;341898
The Full Monty;movie;1997;91;Comedy;Peter Cattaneo;7.2;118105
T2 Trainspotting;movie;2017;117;Comedy;Danny Boyle;7.1;139174
The Mule;movie;2018;116;Crime;Clint Eastwood;7.0;164781
Say Anything;movie;1989;100;Comedy;Cameron Crowe;7.3;100424
Frida;movie;2002;123;Biography;Julie Taymor;7.3;100412
Love Me If You Dare;movie;2003;93;Comedy;Yann Samuell;7.5;73823
Friends with Benefits;movie;2011;109;Comedy;Will Gluck;6.5;413783
The Guard;movie;2011;96;Comedy;John Michael McDonagh;7.3;100012
The Breath;movie;2009;128;Action;Levent Semerci;8.0;36509
Mid90s;movie;2018;85;Comedy;Jonah Hill;7.4;85491
I Was A Stranger;movie;2024;103;Drama;Brandt Andersen;9.3;8398
Fitzcarraldo;movie;1982;158;Adventure;Werner Herzog;7.9;41622
Submarine;movie;2010;97;Comedy;Richard Ayoade;7.3;99699
Dodgeball: A True Underdog Story;movie;2004;92;Comedy;Rawson Marshall Thurber;6.7;279202
Booksmart;movie;2019;102;Comedy;Olivia Wilde;7.1;137652
Bad Santa;movie;2003;92;Comedy;Terry Zwigoff;7.0;162633
Yi Yi;movie;2000;173;Drama;Edward Yang;8.1;31876
To Catch a Thief;movie;1955;106;Drama;Alfred Hitchcock;7.4;84945
The Man Who Would Be King;movie;1975;129;Adventure;John Huston;7.7;54476
Rudy;movie;1993;114;Biography;David Anspaugh;7.5;72859
Carnage;movie;2011;80;Comedy;Roman Polanski;7.1;136888
Super Size Me;movie;2004;100;Documentary;Morgan Spurlock;7.2;116018
The Broken Landlord;movie;1985;101;Comedy;Nesli Çölgeçen;8.6;17311
Riders of Justice;movie;2020;116;Action;Anders Thomas Jensen;7.5;72411
The A-Team;movie;2010;117;Action;Joe Carnahan;6.7;274688
Dirty Rotten Scoundrels;movie;1988;110;Comedy;Frank Oz;7.4;83984
A Series of Unfortunate Events;movie;2004;108;Adventure;Brad Silberling;6.8;228379
The Expendables 2;movie;2012;103;Action;Simon West;6.6;331163
Sing 2;movie;2021;110;Adventure;Garth Jennings;7.3;97811
Rescue Dawn;movie;2006;125;Adventure;Werner Herzog;7.2;114589
Bone Tomahawk;movie;2015;132;Drama;S. Craig Zahler;7.1;134990
The Killer;movie;1989;111;Action;John Woo;7.7;53706
Burning;movie;2018;148;Drama;Lee Chang-dong;7.4;83378
Night at the Museum;movie;2006;108;Adventure;Shawn Levy;6.5;399394
The Grey;movie;2011;117;Action;Joe Carnahan;6.7;270999
Super 30;movie;2019;154;Biography;Vikas Bahl;7.9;40516
Only Lovers Left Alive;movie;2013;123;Comedy;Jim Jarmusch;7.2;113437
Hi Nanna;movie;2023;155;Drama;Shouryuv;8.3;24242
We Bought a Zoo;movie;2011;124;Comedy;Cameron Crowe;7.0;157944
Jane Eyre;movie;2011;120;Drama;Cary Joji Fukunaga;7.3;96433
Best in Show;movie;2000;90;Comedy;Christopher Guest;7.5;70987
13 Assassins;movie;2010;141;Action;Takashi Miike;7.5;70855
Flags of Our Fathers;movie;2006;135;Action;Clint Eastwood;7.1;132915
Ready or Not;movie;2019;95;Action;Matt Bettinelli-Olpin;6.8;223402
Kagemusha: The Shadow Warrior;movie;1980;162;Drama;Akira Kurosawa;7.9;40199
Open Range;movie;2003;139;Action;Kevin Costner;7.4;82262
The Bourne Legacy;movie;2012;135;Action;Tony Gilroy;6.6;324325
Solo Leveling: ReAwakening;movie;2024;121;Action;Shunsuke Nakashige;8.7;15146
The Player;movie;1992;124;Comedy;Robert Altman;7.5;70573
Religulous;movie;2008;101;Comedy;Larry Charles;7.6;60911
Escape Plan;movie;2013;115;Action;Mikael Håfström;6.7;267501
St. Vincent;movie;2014;102;Comedy;Theodore Melfi;7.2;112069
Elemental;movie;2023;101;Adventure;Peter Sohn;7.0;156108
Mission Muh Dikhayi;movie;2025;53;Comedy;Suryansh Thakur;9.2;8938
A Serious Man;movie;2009;106;Comedy;Ethan Coen;7.0;155854
Let Me In;movie;2010;116;Drama;Matt Reeves;7.1;131660
Badhaai Ho;movie;2018;124;Comedy;Amit Ravindernath Sharma;7.9;39849
Star Trek IV: The Voyage Home;movie;1986;119;Adventure;Leonard Nimoy;7.3;95143
Maanaadu;movie;2021;147;Action;Venkat Prabhu;8.2;27018
Highlander;movie;1986;116;Action;Russell Mulcahy;7.0;155301
Repulsion;movie;1965;105;Drama;Roman Polanski;7.6;60359
Eye in the Sky;movie;2015;102;Action;Gavin Hood;7.3;94870
The Mauritanian;movie;2021;129;Biography;Kevin Macdonald;7.5;69865
Terminator Salvation;movie;2009;115;Action;McG;6.5;388441
Shaolin Soccer;movie;2001;87;Action;Stephen Chow;7.3;94730
The Birdcage;movie;1996;117;Comedy;Mike Nichols;7.2;111047
The Vanishing;movie;1988;107;Mystery;George Sluizer;7.7;52208
9;movie;2009;79;Action;Shane Acker;7.0;154691
Madagascar: Escape 2 Africa;movie;2008;89;Adventure;Eric Darnell;6.7;264101
The Past;movie;2013;130;Drama;Asghar Farhadi;7.7;52068
Mimi;movie;2021;132;Comedy;Rajesh Bhatia;7.8;45297
Videodrome;movie;1983;87;Drama;David Cronenberg;7.2;110393
Touching the Void;movie;2003;106;Adventure;Kevin Macdonald;7.9;39405
Wonka;movie;2023;116;Adventure;Paul King;6.9;182627
Close;movie;2022;104;Drama;Lukas Dhont;7.8;45128
Foxcatcher;movie;2014;134;Biography;Bennett Miller;7.0;153546
The Squid and the Whale;movie;2005;81;Comedy;Noah Baumbach;7.3;93866
Wild at Heart;movie;1990;125;Crime;David Lynch;7.2;109731
Election;movie;1999;103;Comedy;Alexander Payne;7.2;109667
The SpongeBob SquarePants Movie;movie;2004;87;Adventure;Stephen Hillenburg;7.2;109592
Paterson;movie;2016;118;Comedy;Jim Jarmusch;7.3;93443
Bullitt;movie;1968;114;Action;Peter Yates;7.4;80036
Nobody Knows;movie;2004;141;Drama;Hirokazu Koreeda;8.0;34289
Cruel Intentions;movie;1999;97;Drama;Roger Kumble;6.8;216476
Gran Turismo;movie;2023;134;Action;Neill Blomkamp;7.1;128598
Umberto D.;movie;1952;89;Drama;Vittorio De Sica;8.1;30053
Cries & Whispers;movie;1972;92;Drama;Ingmar Bergman;7.9;39014
Unstoppable;movie;2010;98;Action;Tony Scott;6.8;215655
Austin Powers: The Spy Who Shagged Me;movie;1999;95;Action;Jay Roach;6.7;258723
The Holy Mountain;movie;1973;114;Adventure;Alejandro Jodorowsky;7.7;51233
Leviathan;movie;2014;140;Crime;Andrey Zvyagintsev;7.6;59079
Menace II Society;movie;1993;97;Crime;Albert Hughes;7.5;68375
Khosla Ka Ghosla!;movie;2006;135;Comedy;Dibakar Banerjee;8.2;26428
Jumanji: The Next Level;movie;2019;123;Action;Jake Kasdan;6.6;310819
The Girl Next Door;movie;2004;109;Comedy;Luke Greenfield;6.7;256971
Transformers One;movie;2024;104;Action;Josh Cooley;7.6;58764
Finding Forrester;movie;2000;136;Drama;Gus Van Sant;7.3;92267
The Guilty;movie;2018;85;Crime;Gustav Möller;7.5;68015
Alice in Wonderland;movie;2010;108;Adventure;Tim Burton;6.4;460432
The Fox and the Hound;movie;1981;83;Adventure;Ted Berman;7.2;107999
Ruby Sparks;movie;2012;104;Comedy;Jonathan Dayton;7.2;107949
Once Were Warriors;movie;1994;102;Crime;Lee Tamahori;7.9;38631
Green Room;movie;2015;95;Crime;Jeremy Saulnier;7.0;150055
Godzilla;movie;2014;123;Action;Gareth Edwards;6.4;458224
Pirates of the Caribbean: Dead Men Tell No Tales;movie;2017;129;Action;Joachim Rønning;6.5;373733
Romeo + Juliet;movie;1996;120;Drama;Baz Luhrmann;6.7;254795
Shine;movie;1996;105;Biography;Scott Hicks;7.6;58301
Pearl;movie;2022;103;Drama;Ti West;7.0;149270
Rush Hour 2;movie;2001;90;Action;Brett Ratner;6.7;254372
Frozen II;movie;2019;103;Adventure;Chris Buck;6.8;211794
